Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
Cholesterol [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0031211	Elevated cholesterol ester level	An elevated concentration of circulating cholesterol esters, which are fatty acid esters of cholesterol and make up about two-thirds of total plasma cholesterol.
Cholesterol [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0008181	Abetalipoproteinemia	An absence of low-density lipoprotein cholesterol in the blood.
Cholesterol [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0003141	Increased circulating low-density lipoprotein levels	An elevated concentration of low-density lipoprotein cholesterol in the blood.
Cholesterol [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0003233	Decreased circulating high-density lipoprotein levels	An decreased concentration of high-density lipoprotein cholesterol in the blood.
Glucose [Presence] in Urine	100	http://purl.obolibrary.org/obo/HP_0045013	Decreased urinary glucose concentration	
Glucose [Presence] in Urine	100	http://purl.obolibrary.org/obo/HP_0011016	Abnormality of urine glucose concentration	An abnormality of the concentration of glucose in the urine.
Glucose [Presence] in Urine	100	http://purl.obolibrary.org/obo/HP_0040217	Elevated hemoglobin A1c	An increased concentration of hemoglobin A1c (HbA1c), which is the product of nonenzymatic attachment of a hexose molecule to the N-terminal amino acid of the hemoglobin molecule. This reaction is dependent on blood glucose concentration, and therefore reflects the mean glucose concentration over the previous 8 to 12 weeks. The HbA1c level provides a better indication of long-term glycemic control than one-time blood or urinary glucose measurements.
Glucose [Presence] in Urine	100	http://purl.obolibrary.org/obo/HP_0003076	Glycosuria	An increased concentration of glucose in the urine.
Glucose [Presence] in Urine	100	http://purl.obolibrary.org/obo/HP_0001994	Renal Fanconi syndrome	An inability of the tubules in the kidney to reabsorb small molecules, causing increased urinary loss of electrolytes (sodium, potassium, bicarbonate), minerals, glucose, amino acids, and water.
pH of Urine by Test strip	Too many (26) classes are found. List top 15 only
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0011277	Abnormality of the urinary system physiology	
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/NCIT_C3224	Melanoma	A malignant, usually aggressive tumor composed of atypical, neoplastic melanocytes. Most often, melanomas arise in the skin (cutaneous melanomas) and include the following histologic subtypes: superficial spreading melanoma, nodular melanoma, acral lentiginous melanoma, and lentigo maligna melanoma. Cutaneous melanomas may arise from acquired or congenital melanocytic or dysplastic nevi. Melanomas may also arise in other anatomic sites including the gastrointestinal system, eye, urinary tract, and reproductive system. Melanomas frequently metastasize to lymph nodes, liver, lungs, and brain.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0003607	4-Hydroxyphenylacetic aciduria	Increased concentration of 4-hydroxyphenylacetic acid in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0012401	Abnormal urine alpha-ketoglutarate concentration	A deviation from normal of the concentration of 2-oxoglutaric acid in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0003161	4-Hydroxyphenylpyruvic aciduria	Increased concentration of pyruvic acid in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0003361	Tryptophanuria	An increased concentration of tryptophan in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0003239	Phosphoethanolaminuria	An increased concentration of phosphoethanolamine in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0012217	Increased urinary porphobilinogen	Increased concentration of porphobilinogen in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0010473	Porphyrinuria	Abnormally increased excretion of porphyrins in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0012403	Decreased urine alpha-ketoglutarate concentration	A lower than normal concentration of 2-oxoglutaric acid in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0012365	Hypophosphaturia	An abnormally decreased phosphate concentration in the urine.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0000117	Renal phosphate wasting	High urine phosphate in the presence of hypophosphatemia.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0008635	Hypertrophy of the urinary bladder	Abnormal enlargement of the urinary bladder.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0031033	Impaired urinary acidification	The kidney contributes towards acid-base homeostasis by excreting H+ ions and retaining bicarbonate. This process is known as acidification of the urine. The pH of urine ranges normally from 4.5 to 8. The inability to reduce the pH of the urine in a situation where it would be otherwise expected is known as an acidification defect.
pH of Urine by Test strip	100	http://purl.obolibrary.org/obo/HP_0003612	Positive ferric chloride test	If positive, the ferric chloride test indicates an increased concentration of phenols in the urine or blood.
Macrocytes [Presence] in Blood by Light microscopy	80	http://purl.obolibrary.org/obo/HP_0004857	Hyperchromic macrocytic anemia	A type of anemia cahracterized by abnormally large erythrocytes with abnormally high amounts of haemoglobin.
Macrocytes [Presence] in Blood by Light microscopy	80	http://purl.obolibrary.org/obo/HP_0001972	Macrocytic anemia	A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH).
Macrocytes [Presence] in Blood by Light microscopy	30	http://purl.obolibrary.org/obo/HP_0004861	Refractory macrocytic anemia	
Macrocytes [Presence] in Blood by Light microscopy	30	http://purl.obolibrary.org/obo/HP_0005532	Macrocytic dyserythropoietic anemia	
Macrocytes [Presence] in Blood by Light microscopy	30	http://purl.obolibrary.org/obo/HP_0005524	Macrocytic hemolytic disease	
Neutrophils/100 leukocytes in Blood	85	http://purl.obolibrary.org/obo/HP_0001875	Neutropenia	An abnormally low number of neutrophils in the peripheral blood.
Neutrophils/100 leukocytes in Blood	85	http://purl.obolibrary.org/obo/HP_0011897	Neutrophilia	Increased number of neutrophils circulating in blood.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0011991	Abnormal neutrophil count	A deviation from the normal range of neutrophil cell counts in the circulation.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0012552	Increased neutrophil nuclear projections	Presence of an elevanted number of projections from nuclei of neutrophils. Ths projections can have the shape of hooks, tags, or clubs.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0005400	Reduction of neutrophil motility	An abnormal reduction of the cell motility of neutrophils.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0011993	Impaired neutrophil bactericidal activity	A reduction in the ability of neutrophils to kill bacteria.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0011990	Abnormality of neutrophil physiology	A functional abnormality of neutrophils.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0012085	Pyuria	Presence of an increased number of neutrophils in the urine.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0011992	Abnormality of neutrophil morphology	An abnormal form or size of neutrophils.
Neutrophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0001874	Abnormality of neutrophils	A neutrophil abnormality.
Eosinophils/100 leukocytes in Blood	85	http://purl.obolibrary.org/obo/HP_0001880	Eosinophilia	Increased count of eosinophils in the blood.
Eosinophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0003805	Rimmed vacuoles	Presence of abnormal vacuoles (membrane-bound organelles) in the sarcolemma. On histological staining with hematoxylin and eosin, rimmed vacuoles are popcorn-like clear vacuoles with a densely blue rim. The vacuoles are often associated with cytoplasmic and occasionally intranuclear eosinophilic inclusions.
Eosinophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0031323	Myocardial eosinophilic infiltration	An increase in the number of eosinophils in myocardial tissue.
Eosinophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0025115	Civatte bodies@en	Eosinophilic hyaline ovoid bodies which are often found in the subepidermal papillary regions or sometimes in the epidermis. Civatte bodies (CBs) are seen as rounded, homogenous, eosinophilic masses on routine H and E staining lying in the deeper parts of epidermis/epithelium and more frequently in dermis/connective tissue. They are known as CBs (in epithelium/epidermis), colloid bodies, or hyaline bodies (in connective tissue). They are 10-25 micrometers in diameter and situated mostly within or above the inflammatory cell infiltrate. In lichen planus, the number of necrotic keratinocytes may be so large that they are seen lying in clusters in the uppermost dermis. These bodies show a positive periodic acid Schiff reaction and are diastase resistant
Eosinophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0001879	Abnormality of eosinophils	An eosinophil abnormality.
Basophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/MPATH_4	necrosis	Morpholological changes after intravital (Pathologic) death of one or more cells, or of a portion of tissue or organ, resulting from irreversible damage;characterised by mitochondrial swelling, nuclear pyknosis, karyolysis, swollen and abnormally pale basophilic staining; or karyorrhexis, rupture and fragmentation of the nucleus. Energy independent cf. Apoptosis MPATH 3.
Basophils/100 leukocytes in Blood	65	http://purl.obolibrary.org/obo/HP_0001912	Abnormality of basophils	A basophils abnormality.
Cholesterol in HDL [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0012184	Increased circulating high-density lipoprotein levels	An elevated concentration of high-density lipoprotein cholesterol (HDL) in the blood.
Albumin [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0012116	Abnormal albumin level	Deviation from normal concentration of albumin in the blood.
Albumin [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0030981	Abnormal CSF/serum albumin ratio	A deviation from the normal range of the ratio of the albumin concentration in the cerebrospinal fluid (CSF) to the concentration in serum (which may be defined as 3.2-9.0). This is an index of blood-brain barrier (BBB) integrity, adjusted for the serum albumin concentration, and an increased ratio is taken as a sign of a loss of integretiy of the BBB with leakage of albumin into the CSF.
Albumin [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0012117	Hyperalbuminemia	Elevation in the concentration of albumin in the blood.
Albumin [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0030978	Decreased CSF/serum albumin ratio	A reduction below normal limits of the ratio of the cerebrospinal fluid (CSF) albumin concentration to serum albumin concentration.
